EmployeeID,Age,Gender,Department,JobRole,Education,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,Date_of_Joining,OverTime,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,TrainingTimesLastYear,PerformanceRating,Onboarding_Status,Attrition
EMP03042,22,Female,Operations,Sales Associate,Associate's Degree,3297.3,30,248,20914,2019-05-09,Yes,7.1,1,7,3,1,4,2,0,3,Completed,No
EMP03043,34,Female,Specialist,Customer Service Representative,Bachelor's Degree,2814.98,48,351,19391,2025-03-19,No,1.2,0,0,1,2,3,4,0,1,In Progress,Yes
EMP03044,36,Female,Operations,Sales Associate,Associate's Degree,3388.64,32,260,3249,2016-04-11,Yes,10.1,5,0,4,3,3,4,2,2,Completed,No
EMP03045,37,Male,Operations,Sales Associate,Bachelor's Degree,3136.76,10,80,13066,2025-11-18,No,0.5,0,0,0,4,4,3,1,3,Completed,No
EMP03046,41,Female,Operations,Sales Associate,High School,3382.35,34,300,18328,2020-09-10,Yes,5.7,2,0,4,4,2,4,2,3,Completed,No
EMP03047,50,Female,Operations,Sales Associate,High School,3268.55,27,236,16606,2019-08-11,No,6.8,0,2,0,3,4,4,4,3,Completed,No
EMP03048,43,Male,Operations,Store Manager,High School,7601.28,10,134,21701,2020-04-25,No,6.1,3,4,4,3,4,1,1,2,Completed,No
EMP03049,30,Female,Operations,Sales Associate,Bachelor's Degree,2849.77,42,341,18957,2021-07-23,Yes,4.9,1,4,3,3,1,3,0,4,Completed,Yes
EMP03050,43,Female,Specialist,Customer Service Representative,Associate's Degree,2932.62,32,283,16683,2019-07-14,No,6.9,2,3,5,4,3,3,3,3,Pending,No
EMP03051,19,Male,Executive,District Manager,High School,9000,74,568,7893,2020-07-16,No,5.9,0,4,0,4,2,3,4,4,Completed,No
EMP03052,35,Male,Operations,Cashier,Master's Degree,2052.69,38,346,14662,2021-12-29,Yes,4.4,2,0,1,1,4,3,1,3,Completed,Yes
EMP03053,44,Male,Operations,Sales Associate,High School,2899.33,27,198,14492,2016-11-28,No,9.5,1,0,0,2,3,4,3,3,Completed,No
EMP03054,40,Male,Operations,Sales Associate,Bachelor's Degree,2439.39,71,586,20424,2020-07-04,No,5.9,5,0,4,4,3,4,2,3,Completed,No
EMP03055,42,Female,Operations,Cashier,Bachelor's Degree,2246.35,18,132,19127,2016-06-13,No,10.0,10,7,2,4,3,4,2,3,Completed,No
EMP03056,53,Male,Operations,Cashier,Master's Degree,2508.17,58,486,20931,2018-11-10,Yes,7.6,0,0,2,3,4,3,4,3,Completed,No
EMP03057,26,Male,Operations,Stocker,High School,2786.55,14,102,14255,2021-05-21,No,5.0,4,4,3,4,3,4,3,3,Completed,No
EMP03058,41,Male,Operations,Sales Associate,Master's Degree,2970.91,36,240,13720,2021-05-04,No,5.1,5,1,1,3,4,4,1,3,Completed,No
EMP03059,33,Female,Operations,Store Manager,PhD,8233.32,39,264,11649,2024-07-27,No,1.8,0,1,1,3,2,3,1,3,Completed,Yes
EMP03060,45,Male,Operations,Cashier,High School,2403.15,29,234,15295,2020-09-09,No,5.7,4,4,4,3,4,3,1,3,Completed,No
EMP03061,35,Female,Operations,Cashier,High School,2102.47,15,80,10263,2018-03-06,No,8.2,4,6,0,4,4,3,5,3,Completed,No
EMP03062,41,Female,Operations,Cashier,Bachelor's Degree,2095.81,55,420,18912,2021-10-02,Yes,4.7,2,2,0,2,3,4,5,3,Completed,No
EMP03063,49,Female,Operations,Sales Associate,Associate's Degree,2647.76,82,695,13269,2021-03-08,Yes,5.2,5,4,2,2,4,2,2,4,Completed,No
EMP03064,40,Male,Finance,Financial Analyst,Associate's Degree,5635.75,34,229,12853,2019-04-07,No,7.1,5,4,3,3,2,3,2,2,Completed,No
EMP03065,31,Male,Operations,Sales Associate,Associate's Degree,3043.81,68,565,19071,2015-01-15,Yes,11.4,11,11,5,3,2,4,4,3,In Progress,No
EMP03066,30,Female,Operations,Cashier,Associate's Degree,2204.93,46,300,20778,2015-11-27,Yes,10.5,2,6,9,2,2,3,2,2,Completed,No
EMP03067,27,Male,Finance,Financial Analyst,High School,5337.26,42,320,4383,2020-08-09,No,5.8,0,1,1,1,2,3,2,3,In Progress,No
EMP03068,44,Male,Operations,Stocker,Bachelor's Degree,2239.67,34,341,14345,2020-04-27,No,6.1,2,5,6,3,1,3,0,3,In Progress,No
EMP03069,47,Female,Specialist,IT Support Specialist,Bachelor's Degree,4499.43,57,449,8239,2018-12-06,Yes,7.5,5,5,4,3,3,4,2,3,In Progress,No
EMP03070,31,Male,Operations,Stocker,Bachelor's Degree,2320.47,48,367,11204,2022-05-08,Yes,4.1,2,0,1,3,3,2,1,3,Completed,Yes
EMP03071,18,Male,Operations,Sales Associate,Bachelor's Degree,3097.32,92,721,17778,2023-06-20,Yes,2.9,1,0,0,3,4,3,1,3,Completed,No
EMP03072,27,Male,Operations,Stocker,Associate's Degree,2425.39,10,99,8184,2024-04-07,No,2.1,0,1,0,3,4,4,2,3,Completed,No
EMP03073,38,Female,Specialist,Warehouse Associate,Bachelor's Degree,3508.23,50,414,13783,2022-12-17,No,3.4,3,2,1,4,3,2,1,3,Completed,No
EMP03074,24,Male,Operations,Assistant Store Manager,Associate's Degree,4965.09,89,721,7874,2024-03-30,No,2.2,0,2,0,2,3,3,6,3,Completed,No
EMP03075,18,Female,Finance,Accountant,Associate's Degree,3800,20,91,20339,2019-01-31,Yes,7.3,4,3,4,3,4,2,2,3,Completed,No
EMP03076,29,Female,Operations,Sales Associate,Master's Degree,3384.46,30,242,14640,2019-11-17,No,6.5,2,6,1,4,1,4,3,3,Completed,Yes
EMP03077,18,Female,Operations,Sales Associate,High School,2578.8,37,270,11208,2016-09-07,No,9.7,9,4,2,4,4,1,2,3,Completed,No
EMP03078,37,Female,Operations,Sales Associate,High School,3163.15,40,268,14453,2016-10-26,No,9.6,1,5,3,2,2,3,0,3,Completed,No
EMP03079,29,Female,Operations,Cashier,Bachelor's Degree,2163.15,24,234,14403,2023-04-02,No,3.2,1,1,2,4,4,3,0,4,Completed,No
EMP03080,34,Male,Finance,Accountant,High School,4941.9,46,349,11965,2016-05-22,No,10.0,3,2,7,1,3,3,3,3,Completed,No
EMP03081,46,Female,Specialist,IT Support Specialist,High School,4718.92,30,242,20438,2022-11-11,No,3.5,2,3,2,4,1,4,6,2,Completed,No
EMP03082,24,Female,Operations,Sales Associate,High School,2899.81,43,348,11092,2019-12-30,No,6.4,2,4,0,3,2,4,3,3,Completed,Yes
EMP03083,18,Female,Operations,Stocker,Master's Degree,2145.48,56,403,11380,2015-10-17,No,10.6,8,10,5,3,3,4,0,3,Pending,No
EMP03084,33,Male,Operations,Sales Associate,Associate's Degree,2648.34,78,608,9342,2018-04-27,No,8.1,8,7,7,3,2,3,2,4,Completed,Yes
EMP03085,38,Male,Specialist,Warehouse Associate,High School,2966.09,20,158,12794,2019-10-05,No,6.7,2,1,6,4,,3,2,3,Completed,No
EMP03086,19,Male,Operations,Stocker,Master's Degree,2584.31,64,508,10273,2020-07-28,No,5.8,3,0,0,3,4,2,3,2,Completed,No
EMP03087,30,Male,Operations,Cashier,Master's Degree,2512.5,61,476,18992,2017-12-11,No,8.5,1,1,3,1,2,4,2,3,In Progress,No
EMP03088,30,Male,Operations,Sales Associate,Bachelor's Degree,3471.82,47,425,6027,2022-04-22,No,4.1,4,4,2,4,4,1,2,3,Completed,No
EMP03089,34,Male,Operations,Cashier,High School,2604.3,20,179,11336,2024-10-08,No,1.6,1,1,0,3,3,4,2,3,Completed,No
EMP03090,27,Male,Operations,Sales Associate,Associate's Degree,2226.93,32,269,8685,2016-05-08,No,10.1,6,5,4,3,2,3,3,3,Completed,No
EMP03091,60,Female,Operations,Sales Associate,Bachelor's Degree,3317.38,70,594,19851,2021-01-20,No,5.4,2,5,3,3,2,3,2,3,Completed,No
EMP03092,31,Male,Operations,Sales Associate,Associate's Degree,3650.29,10,113,14934,2021-01-23,Yes,5.3,2,4,3,3,3,3,2,4,Completed,Yes
EMP03093,35,Female,Specialist,Customer Service Representative,Associate's Degree,2523.51,71,601,22946,2015-04-06,No,11.1,5,7,7,3,2,4,3,4,Completed,No
EMP03094,29,Female,Operations,Sales Associate,Master's Degree,2774.85,35,308,8495,2018-07-08,No,7.9,6,5,7,2,2,4,2,3,Completed,No
EMP03095,18,Female,Operations,Assistant Store Manager,Bachelor's Degree,4342.68,26,153,11805,2015-05-01,No,11.1,2,11,4,4,3,4,0,3,Completed,No
EMP03096,47,Male,Operations,Stocker,Associate's Degree,2263.22,64,476,17723,2018-10-24,No,7.6,3,5,6,4,1,3,3,3,Completed,No
EMP03097,18,Male,Finance,Accountant,Bachelor's Degree,5378.33,31,253,13364,2020-12-15,No,5.5,3,4,4,1,1,2,5,4,Completed,Yes
EMP03098,47,Male,Operations,Cashier,High School,2406.43,11,84,7899,2017-03-23,Yes,9.2,7,1,4,4,4,3,4,3,Completed,No
EMP03099,20,Female,Finance,Accountant,Bachelor's Degree,4703.12,37,348,10542,2025-05-13,No,1.0,0,0,0,4,2,3,1,3,Completed,No
EMP03100,20,Male,Specialist,Warehouse Associate,Bachelor's Degree,3321.5,56,460,14731,2021-01-18,No,5.4,5,4,3,3,4,4,1,4,Completed,No
EMP03101,32,Male,Specialist,Customer Service Representative,Bachelor's Degree,3138.76,45,361,5011,2021-09-28,No,4.7,3,0,1,4,3,1,3,3,Completed,No
EMP03102,55,Female,Operations,Store Manager,Bachelor's Degree,9143.55,47,385,19379,2016-05-08,No,10.1,5,7,2,3,2,3,1,3,Completed,No
EMP03103,37,Female,Finance,Accountant,Bachelor's Degree,5156.64,78,599,14681,2018-02-04,No,8.3,3,4,8,4,3,4,3,3,Completed,No
EMP03104,32,Male,Operations,Stocker,High School,2510.93,39,311,3799,2019-07-17,No,6.9,3,3,0,4,1,3,2,2,Completed,No
EMP03105,26,Female,Specialist,IT Support Specialist,Bachelor's Degree,5400.62,62,518,17900,2016-10-10,No,9.6,4,4,7,2,4,3,2,3,In Progress,No
EMP03106,40,Female,Operations,Sales Associate,High School,2837.7,27,225,15424,2016-02-01,No,10.3,3,8,1,1,4,4,2,3,Completed,No
EMP03107,30,Male,Operations,Cashier,High School,2304.73,57,469,9270,2022-05-07,No,4.1,2,3,0,4,4,4,2,3,Completed,Yes
EMP03108,41,Female,Operations,Stocker,Master's Degree,2563.38,60,503,6705,2020-09-17,No,5.7,3,1,2,3,3,1,2,3,In Progress,No
EMP03109,18,Male,Operations,Sales Associate,High School,3479.83,10,80,20694,2025-11-03,No,0.6,0,0,0,4,4,4,2,2,,Yes
EMP03110,39,Male,Operations,Cashier,High School,,67,544,16387,2021-12-09,No,4.5,4,2,4,3,4,4,0,3,In Progress,No
EMP03111,37,Female,Specialist,IT Support Specialist,High School,4208.37,22,203,5462,2018-03-23,No,8.2,4,3,2,3,4,3,5,3,Completed,No
EMP03112,20,Male,Specialist,Customer Service Representative,High School,2648.62,53,434,11418,2025-01-15,No,1.4,0,0,1,4,,4,2,3,In Progress,No
EMP03113,23,Female,Finance,Accountant,High School,4755.68,45,409,16298,2025-02-02,No,1.3,1,0,1,3,2,3,3,4,Completed,Yes
EMP03114,32,Female,Operations,Sales Associate,High School,3186.38,64,520,25000,2016-02-08,No,10.3,7,4,8,4,3,2,1,3,Completed,No
EMP03115,29,Male,Operations,Sales Associate,Associate's Degree,2542.61,94,770,5583,2020-05-16,No,6.0,6,1,1,3,2,3,3,4,In Progress,Yes
EMP03116,36,Male,Operations,Sales Associate,High School,3088.92,29,164,10274,2021-05-13,No,5.0,4,1,0,2,4,3,2,3,Completed,No
EMP03117,19,Male,Operations,Sales Associate,Associate's Degree,3138.42,55,392,13118,2018-12-02,Yes,7.5,6,2,2,4,4,3,1,3,Completed,No
EMP03118,25,Female,Operations,Stocker,Bachelor's Degree,2236.14,37,231,21561,2020-08-02,No,5.8,4,1,0,4,4,3,3,3,Completed,No
EMP03119,55,Male,Specialist,Customer Service Representative,High School,3423.1,43,314,19978,2019-02-28,Yes,7.2,2,4,2,3,3,3,5,3,Completed,No
EMP03120,25,Male,Operations,Sales Associate,Master's Degree,2345.51,20,178,16749,2020-11-17,No,5.5,5,4,0,2,1,4,4,3,Completed,Yes
EMP03121,29,Male,Specialist,Customer Service Representative,High School,3064.36,42,354,16699,2015-12-31,No,10.4,1,10,5,3,2,2,1,2,Completed,No
EMP03122,32,Male,Finance,Accountant,Bachelor's Degree,4224.07,42,342,12386,2022-03-05,No,4.2,4,1,4,3,3,4,3,4,Completed,No
EMP03123,31,Male,Operations,Sales Associate,High School,2562.4,40,302,15926,2016-02-26,Yes,10.3,1,5,3,4,2,3,1,4,Completed,No
EMP03124,46,Female,Operations,Sales Associate,Bachelor's Degree,3136.79,60,520,8314,2021-03-03,No,5.2,4,1,2,4,4,3,3,3,Completed,No
EMP03125,28,Female,Operations,Cashier,High School,2551.04,98,780,10853,2019-06-16,Yes,7.0,6,6,1,2,4,4,3,3,Completed,No
EMP03126,42,Female,Operations,Stocker,High School,2582.34,45,289,9941,2017-06-28,No,8.9,8,3,1,4,3,3,2,3,Completed,No
EMP03127,25,Male,Specialist,Warehouse Associate,Bachelor's Degree,3213.28,49,364,10388,2019-10-26,No,6.6,4,2,3,2,3,3,1,3,Completed,No
EMP03128,41,Female,Specialist,Warehouse Associate,Bachelor's Degree,3413.17,10,80,19022,2025-07-04,No,0.9,0,0,0,3,1,3,1,3,Completed,No
EMP03129,31,Male,Operations,Sales Associate,Bachelor's Degree,3324.98,30,207,14487,2021-10-06,No,4.6,2,3,3,2,1,3,2,4,In Progress,No
EMP03130,32,Male,Operations,Cashier,High School,2264.07,47,390,19354,2022-05-25,No,4.0,4,2,0,1,4,4,2,4,Pending,No
EMP03131,33,Male,Operations,Sales Associate,PhD,2740.3,39,336,3360,2024-09-16,No,1.7,0,0,0,2,3,3,3,2,Completed,No
EMP03132,39,Male,Specialist,Customer Service Representative,Bachelor's Degree,2950.57,61,472,17395,2015-03-26,No,11.2,3,9,11,3,1,3,2,3,Completed,No
EMP03133,22,Female,Operations,Sales Associate,Bachelor's Degree,3458.39,73,550,16964,2020-02-23,Yes,6.3,4,2,0,4,3,3,5,3,Completed,No
EMP03134,24,Female,Operations,Sales Associate,Bachelor's Degree,2983.68,29,225,13745,2019-06-19,No,6.9,2,5,6,4,1,4,4,2,Completed,No
EMP03135,54,Male,Operations,Stocker,PhD,2439.58,41,309,12563,2019-08-04,No,6.8,0,0,4,1,1,4,2,3,Completed,No
EMP03136,39,Male,Operations,Sales Associate,High School,2533.04,58,412,10304,2022-03-15,No,4.2,3,3,0,3,3,3,3,3,Completed,No
EMP03137,30,Female,Specialist,Customer Service Representative,High School,2847.94,53,380,8100,2021-05-12,Yes,5.0,3,4,0,2,2,4,0,3,Completed,Yes
EMP03138,40,Female,Specialist,Warehouse Associate,High School,3350.2,12,90,8941,2021-11-10,No,4.6,0,3,2,3,3,3,3,3,Completed,No
EMP03139,33,Female,Operations,Cashier,High School,2381.34,37,287,18139,2017-03-23,No,9.2,2,1,2,2,4,4,1,2,Completed,No
EMP03140,18,Female,Specialist,Customer Service Representative,Bachelor's Degree,3009.77,20,219,10569,2022-06-21,No,3.9,0,0,1,2,,3,4,3,In Progress,Yes
EMP03141,35,Male,Operations,Cashier,High School,2406.03,63,569,11793,2019-11-16,No,6.5,2,5,0,,3,3,3,3,Completed,No
EMP03142,32,Male,Finance,Financial Analyst,Bachelor's Degree,6272.61,60,482,8205,2025-11-21,No,0.5,0,0,0,3,2,4,2,2,Completed,No
EMP03143,37,Male,Finance,Accountant,Associate's Degree,4191.97,55,379,12953,2016-03-28,No,10.2,5,5,0,4,4,4,2,4,Completed,No
EMP03144,26,Male,Operations,Assistant Store Manager,Bachelor's Degree,4953.65,49,342,12752,2023-09-01,No,2.7,1,0,0,3,2,3,1,2,Completed,No
EMP03145,31,Female,Specialist,Warehouse Associate,Associate's Degree,2991.52,17,146,15981,2020-02-26,Yes,6.3,5,6,3,2,3,3,2,3,In Progress,No
EMP03146,45,Female,Operations,Sales Associate,Bachelor's Degree,3183.92,55,454,20129,2023-03-14,No,3.2,2,3,0,3,4,3,3,3,Completed,No
EMP03147,32,Female,Operations,Cashier,Bachelor's Degree,2442.54,10,80,20074,2024-08-22,Yes,1.8,0,1,0,1,4,2,5,3,Completed,Yes
EMP03148,29,Male,Operations,Sales Associate,Bachelor's Degree,2708.16,65,521,14660,2017-04-03,No,9.2,5,8,4,3,4,3,1,3,In Progress,No
EMP03149,37,Female,Operations,Sales Associate,High School,3013.3,60,445,17599,2016-08-25,No,9.8,1,5,5,4,4,4,2,2,Completed,No
EMP03150,30,Male,Operations,Assistant Store Manager,Bachelor's Degree,4892.99,61,450,14117,2023-04-27,No,3.1,2,1,1,4,2,4,5,3,Completed,No
EMP03151,44,Female,Operations,Cashier,Bachelor's Degree,2003.82,58,482,2000,2022-02-13,No,4.3,1,2,2,1,1,2,2,4,Completed,No
EMP03152,32,Male,Specialist,Warehouse Associate,High School,3089.53,58,456,10769,2020-04-10,Yes,6.1,3,4,6,4,3,4,4,4,Completed,No
EMP03153,37,Male,Operations,Sales Associate,Associate's Degree,3005.12,10,80,10067,2016-02-19,No,10.3,8,4,0,3,4,1,4,3,Completed,No
EMP03154,26,Female,Operations,Cashier,High School,2386.9,53,393,20390,2018-05-24,No,8.0,5,0,4,3,3,3,2,3,Completed,No
EMP03155,21,Male,Operations,Sales Associate,Master's Degree,2717.16,77,621,11657,2019-01-03,No,7.4,6,4,4,4,4,3,2,3,Completed,No
EMP03156,41,Male,Specialist,Logistics Coordinator,Bachelor's Degree,3831.28,54,439,17510,2021-01-25,No,5.3,5,1,2,1,3,2,2,3,Completed,No
EMP03157,36,Female,Operations,Stocker,High School,2369.17,39,318,14257,2023-10-29,Yes,2.6,2,2,1,3,3,1,3,4,Pending,No
EMP03158,40,Female,Operations,Cashier,Master's Degree,2361.23,22,155,21547,2022-12-21,No,3.4,1,2,3,4,2,4,5,3,Completed,No
EMP03159,41,Male,Operations,Sales Associate,High School,2891.16,42,309,16588,2017-05-14,Yes,9.0,6,1,6,4,3,4,3,3,Completed,No
EMP03160,19,Male,Operations,Sales Associate,Associate's Degree,2697.36,10,80,18141,2021-05-17,No,5.0,4,4,2,2,2,2,5,3,,No
EMP03161,35,Female,Operations,Cashier,High School,2219.63,44,393,12147,2024-02-14,Yes,2.3,1,1,1,4,3,4,2,3,Completed,No
EMP03162,18,Female,Operations,Stocker,High School,2444.2,45,331,6570,2015-12-07,Yes,10.5,0,8,2,3,4,3,4,4,Completed,No
EMP03163,39,Male,Operations,Cashier,Bachelor's Degree,2336.35,37,297,7741,2021-01-23,No,5.3,4,4,1,3,3,3,3,2,In Progress,No
EMP03164,23,Female,Operations,Stocker,Bachelor's Degree,2241.88,52,462,8514,2025-05-16,Yes,1.0,0,0,1,2,3,2,2,3,In Progress,Yes
EMP03165,38,Female,Operations,Stocker,Master's Degree,2438.96,100,800,10837,2022-06-12,No,4.0,0,2,3,,1,3,3,3,Completed,Yes
EMP03166,41,Female,Operations,Sales Associate,High School,3243.31,24,170,18164,2024-02-28,No,2.3,0,1,2,2,4,3,1,2,Pending,No
EMP03167,28,Male,Operations,Sales Associate,Bachelor's Degree,3137.22,26,199,6538,2024-06-03,No,2.0,2,0,1,3,1,3,1,3,Completed,No
EMP03168,33,Female,Operations,Sales Associate,Associate's Degree,2720.79,58,540,12257,2020-03-05,Yes,6.2,5,4,4,1,3,2,6,2,Pending,Yes
EMP03169,46,Female,Operations,Sales Associate,Bachelor's Degree,3313.46,14,97,21405,2017-08-09,No,8.8,6,5,6,2,3,3,4,3,Completed,No
EMP03170,18,Male,Specialist,Warehouse Associate,Bachelor's Degree,3178.44,43,333,17317,2016-09-13,Yes,9.7,2,7,6,4,4,3,4,3,Completed,No
EMP03171,40,Female,Operations,Sales Associate,Bachelor's Degree,3419.4,49,387,16517,2024-01-15,Yes,2.4,1,2,0,3,4,3,2,3,Pending,No
EMP03172,35,Female,Operations,Sales Associate,High School,2940.18,35,330,6181,2018-08-22,No,7.8,1,5,2,4,2,4,5,3,Completed,No
EMP03173,43,Female,Operations,Cashier,Master's Degree,2553.15,68,511,9977,2015-10-21,Yes,10.6,10,1,1,1,4,4,2,4,In Progress,No
EMP03174,18,Male,Operations,Sales Associate,Master's Degree,3316.53,33,267,12927,2018-01-07,No,8.4,5,0,7,3,2,2,0,3,Completed,No
EMP03175,34,Female,Operations,Cashier,High School,2311.58,36,332,16814,2018-08-06,Yes,7.8,3,2,4,1,2,3,6,4,Completed,No
EMP03176,45,Female,Operations,Cashier,High School,2384.05,56,415,21599,2025-01-16,No,1.4,1,1,1,3,4,3,1,1,,No
EMP03177,47,Female,Operations,Sales Associate,High School,2513.54,67,535,24259,2018-03-13,No,8.2,0,4,5,4,2,3,3,3,Completed,No
EMP03178,26,Female,Specialist,Customer Service Representative,Bachelor's Degree,,69,485,8818,2019-09-06,Yes,6.7,6,1,5,3,3,2,2,3,Completed,No
EMP03179,31,Female,Operations,Cashier,High School,2253.7,35,312,14959,2025-01-02,No,1.4,1,1,0,3,4,3,3,3,Completed,No
EMP03180,52,Male,Finance,Accountant,Bachelor's Degree,4813.22,88,674,23124,2015-03-15,Yes,11.2,2,9,0,3,3,4,2,4,In Progress,No
EMP03181,19,Female,Specialist,Customer Service Representative,Associate's Degree,3112.7,24,191,19894,2019-10-25,No,6.6,1,1,6,3,4,4,4,4,Completed,No
EMP03182,33,Female,Operations,Sales Associate,High School,2793.78,63,477,18471,2022-06-26,No,3.9,1,3,2,3,2,1,3,3,Completed,No
EMP03183,35,Female,Operations,Cashier,Associate's Degree,2385.17,56,489,16748,2015-07-12,Yes,10.9,7,5,8,3,3,1,5,2,Completed,No
EMP03184,35,Female,Operations,Cashier,PhD,2566.54,79,622,9865,2025-07-21,No,0.9,0,0,0,4,3,4,4,3,Pending,No
EMP03185,24,Male,Operations,Sales Associate,High School,2796.91,22,172,5338,2020-03-24,No,6.2,2,4,3,4,2,2,1,3,Completed,No
EMP03186,43,Female,Specialist,Customer Service Representative,Master's Degree,2825.78,65,507,4374,2023-10-07,Yes,2.6,0,1,1,2,3,4,1,3,Completed,No
EMP03187,42,Male,Operations,Cashier,High School,2247.18,39,331,16847,2019-11-02,Yes,6.6,2,0,5,4,4,4,2,3,Pending,Yes
EMP03188,52,Female,Operations,Sales Associate,High School,2689.11,42,388,11684,2017-12-22,No,8.4,3,5,2,3,4,2,0,2,Completed,No
EMP03189,26,Female,Operations,Sales Associate,Bachelor's Degree,2807.45,41,307,12495,2025-05-08,No,1.1,1,1,1,1,4,2,3,3,Completed,No
EMP03190,29,Female,Operations,Cashier,High School,2270.53,29,204,17450,2025-02-17,Yes,1.3,1,1,1,3,1,4,2,3,Completed,No
EMP03191,44,Female,Operations,Sales Associate,High School,3790.86,53,415,8355,2025-07-18,No,0.9,0,0,0,4,4,2,3,4,Completed,No
EMP03192,52,Male,Operations,Stocker,High School,2604.32,21,170,16560,2022-03-15,No,4.2,0,4,2,1,3,4,5,3,Completed,No
EMP03193,33,Male,Operations,Cashier,Associate's Degree,2229.54,52,389,15776,2021-11-03,No,4.6,1,1,0,3,3,2,2,3,Completed,Yes
EMP03194,18,Female,Specialist,Customer Service Representative,Bachelor's Degree,3190.11,48,414,16713,2015-04-12,No,11.1,1,8,2,3,3,3,3,3,Completed,No
EMP03195,31,Male,Finance,Finance Manager,Bachelor's Degree,8416.2,59,427,8497,2017-06-26,No,8.9,8,5,5,4,2,2,3,3,Completed,No
EMP03196,43,Female,Executive,Store Manager,Bachelor's Degree,9089.17,10,80,14910,2022-11-19,No,3.5,3,2,2,3,4,4,3,3,Completed,No
EMP03197,40,Male,Operations,Sales Associate,High School,3100.82,25,227,5876,2025-04-27,Yes,1.1,1,0,0,3,3,3,2,3,Completed,No
EMP03198,45,Male,Specialist,Customer Service Representative,Bachelor's Degree,3141.56,20,149,18543,2020-04-19,No,6.1,0,0,4,4,1,3,2,4,Completed,No
EMP03199,53,Male,Operations,Cashier,Associate's Degree,2329.88,48,394,15773,2021-05-09,No,5.1,5,4,3,1,4,2,2,3,Completed,No
EMP03200,29,Female,Operations,Cashier,Associate's Degree,2383.86,39,321,12886,2024-02-28,No,2.3,2,2,1,3,3,3,3,2,Completed,No
EMP03201,24,Male,Operations,Sales Associate,Associate's Degree,2959.12,44,374,13737,2015-10-21,Yes,10.6,6,8,10,4,4,4,4,3,Completed,No
EMP03202,21,Female,Operations,Sales Associate,Bachelor's Degree,3099.15,19,107,11212,2020-10-19,No,5.6,3,4,0,4,3,3,2,4,In Progress,No
EMP03203,32,Male,Operations,Cashier,Associate's Degree,2430.53,48,351,19994,2021-10-25,No,4.6,0,1,3,4,4,3,1,4,,No
EMP03204,44,Male,Operations,Sales Associate,Bachelor's Degree,2602.95,10,81,12246,2018-07-02,No,7.9,4,4,0,4,4,4,3,3,In Progress,No
EMP03205,51,Male,Operations,Cashier,High School,2425.91,36,269,11091,2018-05-26,No,8.0,6,5,0,3,4,4,2,3,Pending,No
EMP03206,36,Male,Operations,Cashier,Associate's Degree,2468.97,78,688,9545,2021-09-23,No,4.7,1,1,1,4,3,2,4,3,In Progress,No
EMP03207,34,Female,Operations,Cashier,Bachelor's Degree,2339.29,51,376,11612,2021-11-30,No,4.5,3,2,0,3,4,3,0,3,Completed,No
EMP03208,32,Male,Operations,Sales Associate,Master's Degree,3630.79,36,259,17293,2020-07-21,Yes,5.9,2,2,1,3,4,3,2,3,Completed,No
EMP03209,46,Male,Finance,Accountant,Associate's Degree,4031.98,19,110,10850,2015-06-02,No,11.0,11,10,1,4,4,3,3,3,Completed,No
EMP03210,26,Female,Operations,Assistant Store Manager,Associate's Degree,5422.69,51,380,11478,2020-02-23,No,6.3,6,6,1,1,2,4,3,2,Completed,No
EMP03211,32,Female,Specialist,Warehouse Associate,Bachelor's Degree,2933.26,60,502,12709,2015-04-15,Yes,11.1,7,1,4,1,3,3,3,3,Completed,No
EMP03212,33,Male,Operations,Sales Associate,Bachelor's Degree,2642.25,46,394,17299,2018-06-21,No,7.9,4,2,6,3,2,4,2,3,Completed,No
EMP03213,33,Female,Operations,Sales Associate,Bachelor's Degree,2685.03,43,364,13183,2023-08-15,No,2.8,2,1,0,4,3,3,3,3,Completed,No
EMP03214,52,Female,Operations,Cashier,Bachelor's Degree,2360.37,30,247,15798,2018-10-14,No,7.6,2,7,6,2,2,3,3,2,Completed,No
EMP03215,25,Female,Operations,Cashier,High School,2177.4,28,228,22461,2025-03-29,Yes,1.2,0,0,1,4,1,3,2,3,Completed,Yes
EMP03216,58,Female,Operations,Sales Associate,Bachelor's Degree,3264.9,94,753,19074,2025-12-27,No,0.4,0,0,0,3,4,3,2,4,Completed,No
EMP03217,27,Male,Operations,Cashier,Bachelor's Degree,2134.87,44,359,9413,2022-12-07,No,3.5,2,0,3,2,1,3,2,4,Completed,Yes
EMP03218,25,Female,Specialist,IT Support Specialist,Bachelor's Degree,5422.18,69,587,16294,2018-02-03,Yes,8.3,6,0,3,1,1,3,2,4,Completed,No
EMP03219,27,Female,Operations,Stocker,Bachelor's Degree,2569.17,10,80,15393,2021-04-07,No,5.1,0,5,3,1,2,4,2,4,Completed,No
EMP03220,40,Male,Finance,Accountant,High School,5681.04,53,434,14546,2023-11-15,Yes,2.5,1,0,0,1,3,4,4,3,In Progress,No
EMP03221,33,Male,Operations,Cashier,High School,2430.07,62,553,11172,2023-10-31,No,2.6,2,2,1,2,4,2,5,3,Completed,No
